tc_EPID,tc_EquipmentUnitID,tc_EquipmentGroupID,tc_C1MassFlow,tc_C1MassFlowUncertainty,tc_ExpStartDatetime,tc_ExpEndDatetime,tc_ExpDurationHrs,tc_ExpEPCount,tc_EquipmentType
5S-34,5S-3,5S,766.0027853,36.49867034,2023-03-06 08:17:48+00:00,2023-03-06 09:17:48+00:00,1,1,Seperator
4W-54,4W-5,4W,509.1249141,27.65394596,2023-03-06 02:17:45+00:00,2023-03-06 04:17:45+00:00,2,1,Wellhead
4T-32,4T-3,4T,3209.373851,188.0388643,2023-03-05 21:17:43+00:00,2023-03-05 22:17:44+00:00,1.000277778,1,Tank
5W-33,5W-3,5W,1708.879526,36.31001672,2023-03-05 16:17:41+00:00,2023-03-05 17:17:41+00:00,1,1,Wellhead
4S-33,4S-3,4S,3052.784211,174.8600932,2023-03-05 10:17:39+00:00,2023-03-05 11:47:39+00:00,1.5,1,Seperator
5S-32,5S-3,5S,1715.886003,55.84062755,2023-03-05 05:17:37+00:00,2023-03-05 06:17:37+00:00,1,1,Seperator
4W-11,4W-1,4W,2524.637859,59.47300175,2023-03-04 23:17:35+00:00,2023-03-05 00:47:35+00:00,1.5,1,Wellhead
4T-32,4T-3,4T,3184.329853,161.4617429,2023-03-04 19:17:34+00:00,2023-03-04 20:17:33+00:00,0.999722222,1,Tank
4W-11,4W-1,4W,10.72086695,31.06313669,2023-03-03 15:08:40+00:00,2023-03-03 19:08:40+00:00,4,1,Wellhead
4S-23,4S-2,4S,904.7737187,2052.163102,2023-03-03 11:08:38+00:00,2023-03-03 14:08:38+00:00,3,1,Seperator
5W-33,5W-3,5W,1795.041293,41.71545477,2023-03-03 06:08:36+00:00,2023-03-03 10:08:35+00:00,3.999722222,1,Wellhead
5S-32,5S-3,5S,1739.163882,39.8559709,2023-03-03 02:08:33+00:00,2023-03-03 05:08:32+00:00,2.999722222,1,Seperator
4T-11,4T-1,4T,2503.313882,177.2038273,2023-03-02 22:08:29+00:00,2023-03-03 00:08:30+00:00,2.000277778,1,Tank
4S-22,4S-2,4S,199.3509143,4.1416349,2023-03-01 10:10:12+00:00,2023-03-01 13:10:12+00:00,3,2,Seperator
5W-31,5W-3,5W,192.1920057,3.444869798,2023-03-01 10:10:12+00:00,2023-03-01 13:10:12+00:00,3,2,Wellhead
5S-21,5S-2,5S,140.2453107,3.772797827,2023-03-01 03:03:10+00:00,2023-03-01 06:10:10+00:00,3.116666667,4,Seperator
4S-31,4S-3,4S,100.9542727,3.362195883,2023-03-01 03:03:10+00:00,2023-03-01 06:10:10+00:00,3.116666667,4,Seperator
4W-42,4W-4,4W,100.2937373,2.902662882,2023-03-01 03:03:10+00:00,2023-03-01 06:10:10+00:00,3.116666667,4,Wellhead
5W-21,5W-2,5W,196.6789157,4.306982618,2023-02-28 20:18:08+00:00,2023-03-01 00:03:08+00:00,3.75,2,Wellhead
4W-31,4W-3,4W,175.2897902,4.285665411,2023-02-28 20:18:08+00:00,2023-03-01 00:03:08+00:00,3.75,2,Wellhead
4T-31,4T-3,4T,137.0128702,2.906295796,2023-02-28 13:50:25+00:00,2023-02-28 17:57:25+00:00,4.116666667,3,Tank
4S-31,4S-3,4S,101.1141394,3.170615698,2023-02-28 13:50:25+00:00,2023-02-28 17:57:25+00:00,4.116666667,3,Seperator
5S-21,5S-2,5S,243.8884354,4.434430564,2023-02-28 08:50:22+00:00,2023-02-28 11:50:22+00:00,3,2,Seperator
4W-42,4W-4,4W,213.8774319,4.077380155,2023-02-28 08:50:22+00:00,2023-02-28 11:50:22+00:00,3,2,Wellhead
5W-34,5W-3,5W,188.1282691,4.514633522,2023-02-28 01:50:17+00:00,2023-02-28 05:50:18+00:00,4.000277778,2,Wellhead
4T-31,4T-3,4T,134.5524854,4.402104964,2023-02-28 01:50:17+00:00,2023-02-28 05:50:18+00:00,4.000277778,2,Tank
5S-21,5S-2,5S,136.1985124,4.968985321,2023-02-27 20:58:14+00:00,2023-02-27 23:50:14+00:00,2.866666667,4,Seperator
4S-31,4S-3,4S,97.53341257,3.269535444,2023-02-27 20:58:14+00:00,2023-02-27 23:50:14+00:00,2.866666667,4,Seperator
4W-42,4W-4,4W,97.07332109,3.052976701,2023-02-27 20:58:14+00:00,2023-02-27 23:50:14+00:00,2.866666667,4,Wellhead
5W-21,5W-2,5W,194.6678841,3.308331751,2023-02-27 07:00:09+00:00,2023-02-27 08:30:08+00:00,1.499722222,2,Wellhead
4W-31,4W-3,4W,173.3891001,3.613170384,2023-02-27 07:00:09+00:00,2023-02-27 08:30:08+00:00,1.499722222,2,Wellhead
4T-31,4T-3,4T,132.4459173,2.948026678,2023-02-26 17:53:05+00:00,2023-02-26 23:00:05+00:00,5.116666667,3,Tank
4S-31,4S-3,4S,97.56559863,3.036634844,2023-02-26 17:53:05+00:00,2023-02-26 23:00:05+00:00,5.116666667,3,Seperator
4S-44,4S-4,4S,134.8689672,2.77981231,2023-02-26 05:46:01+00:00,2023-02-26 09:53:01+00:00,4.116666667,5,Seperator
5W-21,5W-2,5W,123.6950092,2.829829586,2023-02-26 05:46:01+00:00,2023-02-26 09:53:01+00:00,4.116666667,5,Wellhead
4W-31,4W-3,4W,99.80533642,2.742122891,2023-02-26 05:46:01+00:00,2023-02-26 09:53:01+00:00,4.116666667,5,Wellhead
5S-28,5S-2,5S,96.76778757,2.758251408,2023-02-26 05:46:01+00:00,2023-02-26 09:53:01+00:00,4.116666667,5,Seperator
5W-34,5W-3,5W,183.1827424,4.043263036,2023-02-25 17:46:00+00:00,2023-02-25 21:46:00+00:00,4,2,Wellhead
4T-31,4T-3,4T,132.0762815,3.563790106,2023-02-25 17:46:00+00:00,2023-02-25 21:46:00+00:00,4,2,Tank
5S-21,5S-2,5S,142.2330943,3.806185698,2023-02-25 02:38:58+00:00,2023-02-25 09:45:58+00:00,7.116666667,4,Seperator
4S-31,4S-3,4S,102.2786757,2.940551386,2023-02-25 02:38:58+00:00,2023-02-25 09:45:58+00:00,7.116666667,4,Seperator
4W-42,4W-4,4W,101.7469356,2.838876692,2023-02-25 02:38:58+00:00,2023-02-25 09:45:58+00:00,7.116666667,4,Wellhead
5W-21,5W-2,5W,196.3377277,5.386383771,2023-02-24 18:38:53+00:00,2023-02-24 22:38:54+00:00,4.000277778,2,Wellhead
4W-31,4W-3,4W,175.1360048,3.926171324,2023-02-24 18:38:53+00:00,2023-02-24 22:38:54+00:00,4.000277778,2,Wellhead
5W-34,5W-3,5W,196.2507025,3.824238099,2023-02-24 04:58:35+00:00,2023-02-24 14:58:34+00:00,9.999722222,2,Wellhead
4T-31,4T-3,4T,141.9506228,3.370669649,2023-02-24 04:58:35+00:00,2023-02-24 14:58:34+00:00,9.999722222,2,Tank
5S-28,5S-2,5S,237.8706959,3.59251759,2023-02-23 18:58:31+00:00,2023-02-24 02:58:31+00:00,8,2,Seperator
4S-44,4S-4,4S,226.4740548,4.57762812,2023-02-23 18:58:31+00:00,2023-02-24 02:58:31+00:00,8,2,Seperator
5W-34,5W-3,5W,198.0753263,5.053898946,2023-02-23 07:20:11+00:00,2023-02-23 17:20:10+00:00,9.999722222,2,Wellhead
4T-31,4T-3,4T,142.7611294,3.564512038,2023-02-23 07:20:11+00:00,2023-02-23 17:20:10+00:00,9.999722222,2,Tank
5W-21,5W-2,5W,203.883185,4.228278556,2023-02-22 20:20:08+00:00,2023-02-23 05:20:07+00:00,8.999722222,2,Wellhead
4W-31,4W-3,4W,182.840347,3.658764854,2023-02-22 20:20:08+00:00,2023-02-23 05:20:07+00:00,8.999722222,2,Wellhead
4T-31,4T-3,4T,138.1931143,3.174168368,2023-02-22 09:13:05+00:00,2023-02-22 19:20:05+00:00,10.11666667,3,Tank
4S-31,4S-3,4S,101.6705896,2.822244448,2023-02-22 09:13:05+00:00,2023-02-22 19:20:05+00:00,10.11666667,3,Seperator
5S-28,5S-2,5S,228.4036315,3.864226449,2023-02-21 23:13:03+00:00,2023-02-22 07:13:03+00:00,8,2,Seperator
4S-44,4S-4,4S,217.9619512,5.278620236,2023-02-21 23:13:03+00:00,2023-02-22 07:13:03+00:00,8,2,Seperator
5W-34,5W-3,5W,179.5515108,12.88679304,2023-02-21 13:13:01+00:00,2023-02-21 22:13:00+00:00,8.999722222,2,Wellhead
4T-31,4T-3,4T,132.7812571,3.639881535,2023-02-21 13:13:01+00:00,2023-02-21 22:13:00+00:00,8.999722222,2,Tank
5S-21,5S-2,5S,229.4373905,4.915979734,2023-02-21 01:12:57+00:00,2023-02-21 11:12:57+00:00,10,2,Seperator
4W-42,4W-4,4W,212.9302945,4.125195009,2023-02-21 01:12:57+00:00,2023-02-21 11:12:57+00:00,10,2,Wellhead
5W-21,5W-2,5W,252.9649294,65.84569706,2023-02-20 20:00:00+00:00,2023-02-20 22:12:01+00:00,2.200277778,3,Wellhead
5W-26,5W-2,5W,250.8348444,53.82276428,2023-02-20 20:00:00+00:00,2023-02-20 22:12:01+00:00,2.200277778,3,Wellhead
4T-11,4T-1,4T,748.8091718,141.3436893,2023-02-20 10:30:40+00:00,2023-02-20 18:11:05+00:00,7.673611111,3,Tank
4S-16,4S-1,4S,500.9916322,135.9757265,2023-02-20 10:30:40+00:00,2023-02-20 18:11:05+00:00,7.673611111,3,Seperator
5S-35,5S-3,5S,642.1758408,46.75037777,2023-02-19 22:30:38+00:00,2023-02-20 06:30:38+00:00,8,2,Seperator
4W-54,4W-5,4W,594.3242405,31.73731153,2023-02-19 22:30:38+00:00,2023-02-20 06:30:38+00:00,8,2,Wellhead
4S-42,4S-4,4S,1083.042363,138.0900931,2023-02-19 14:30:33+00:00,2023-02-19 19:30:33+00:00,5,2,Seperator
5S-34,5S-3,5S,442.7657178,29.31894197,2023-02-19 14:30:33+00:00,2023-02-19 19:30:33+00:00,5,2,Seperator
4T-31,4T-3,4T,1428.841945,140.3092536,2023-02-19 04:30:30+00:00,2023-02-19 10:30:30+00:00,6,3,Tank
5S-23,5S-2,5S,444.8175116,30.88394802,2023-02-19 04:30:30+00:00,2023-02-19 10:30:30+00:00,6,3,Seperator
4W-33,4W-3,4W,387.4815145,30.95876322,2023-02-19 04:30:30+00:00,2023-02-19 10:30:30+00:00,6,3,Wellhead
4W-26,4W-2,4W,437.1302925,28.84928417,2023-02-18 14:30:27+00:00,2023-02-19 00:30:27+00:00,10,2,Wellhead
5S-35,5S-3,5S,409.3025488,33.38709899,2023-02-18 14:30:27+00:00,2023-02-19 00:30:27+00:00,10,2,Seperator
4T-11,4T-1,4T,771.7179436,140.1606188,2023-02-18 01:19:24+00:00,2023-02-18 11:30:24+00:00,10.18333333,3,Tank
4S-16,4S-1,4S,513.497018,136.733769,2023-02-18 01:19:24+00:00,2023-02-18 11:30:24+00:00,10.18333333,3,Seperator
5S-35,5S-3,5S,595.6730934,32.56578018,2023-02-17 18:19:21+00:00,2023-02-17 23:19:21+00:00,5,2,Seperator
4W-54,4W-5,4W,557.1567724,30.49192562,2023-02-17 18:19:21+00:00,2023-02-17 23:19:21+00:00,5,2,Wellhead
5S-34,5S-3,5S,765.3737966,53.23996597,2023-02-17 08:19:19+00:00,2023-02-17 17:19:20+00:00,9.000277778,1,Seperator
4T-11,4T-1,4T,1205.998304,138.4732619,2023-02-17 02:08:18+00:00,2023-02-17 06:19:17+00:00,4.183055556,5,Tank
4S-42,4S-4,4S,890.3929364,140.3641867,2023-02-17 02:08:18+00:00,2023-02-17 06:19:17+00:00,4.183055556,5,Seperator
5S-36,5S-3,5S,531.8936877,31.2634611,2023-02-17 02:08:18+00:00,2023-02-17 06:19:17+00:00,4.183055556,5,Seperator
4W-26,4W-2,4W,407.3406713,29.11558603,2023-02-17 02:08:18+00:00,2023-02-17 06:19:17+00:00,4.183055556,5,Wellhead
5S-23,5S-2,5S,1078.934098,40.34875767,2023-02-16 19:08:14+00:00,2023-02-17 00:08:15+00:00,5.000277778,2,Seperator
4W-11,4W-1,4W,994.4290119,40.01829272,2023-02-16 19:08:14+00:00,2023-02-17 00:08:15+00:00,5.000277778,2,Wellhead
4S-16,4S-1,4S,1137.751721,141.9195565,2023-02-16 10:57:10+00:00,2023-02-16 18:08:11+00:00,7.183611111,4,Seperator
4T-32,4T-3,4T,764.978593,139.000373,2023-02-16 10:57:10+00:00,2023-02-16 18:08:11+00:00,7.183611111,4,Tank
4W-33,4W-3,4W,395.8268074,52.64976672,2023-02-16 10:57:10+00:00,2023-02-16 18:08:11+00:00,7.183611111,4,Wellhead
4T-11,4T-1,4T,1196.794986,146.2341999,2023-02-15 23:46:07+00:00,2023-02-16 08:57:07+00:00,9.183333333,5,Tank
4S-42,4S-4,4S,895.5858921,159.4538115,2023-02-15 23:46:07+00:00,2023-02-16 08:57:07+00:00,9.183333333,5,Seperator
5S-36,5S-3,5S,530.7985835,29.16842356,2023-02-15 23:46:07+00:00,2023-02-16 08:57:07+00:00,9.183333333,5,Seperator
4W-26,4W-2,4W,406.3862917,27.31019354,2023-02-15 23:46:07+00:00,2023-02-16 08:57:07+00:00,9.183333333,5,Wellhead
5W-23,5W-2,5W,609.7423466,322.2221541,2023-02-15 21:36:08+00:00,2023-02-15 21:37:05+00:00,0.015833333,1,Wellhead
5W-23,5W-2,5W,668.0412131,27.12829776,2023-02-15 20:57:23+00:00,2023-02-15 21:33:36+00:00,0.603611111,3,Wellhead
5W-03,Underground,Underground,666.5175741,37.51730647,2023-02-15 20:57:23+00:00,2023-02-15 21:33:36+00:00,0.603611111,3,
5S-35,5S-3,5S,2576.504199,30.38240968,2023-02-15 12:16:33+00:00,2023-02-15 18:16:33+00:00,6,2,Seperator
4W-54,4W-5,4W,662.1488802,28.40586313,2023-02-15 12:16:33+00:00,2023-02-15 18:16:33+00:00,6,2,Wellhead
5W-110,5W-1,5W,1385.565591,347.6663766,2023-02-15 02:16:30+00:00,2023-02-15 10:16:30+00:00,8,2,Wellhead
4W-22,4W-2,4W,587.5575286,27.98974455,2023-02-15 02:16:30+00:00,2023-02-15 10:16:30+00:00,8,2,Wellhead
5W-11,5W-1,5W,1570.985291,140.6150228,2023-02-14 18:16:26+00:00,2023-02-15 01:16:26+00:00,7,1,Wellhead
4T-22,4T-2,4T,4859.594077,136.4753514,2023-02-14 11:02:39+00:00,2023-02-14 15:13:39+00:00,4.183333333,4,Tank
4S-33,4S-3,4S,4271.771679,139.0476407,2023-02-14 11:02:39+00:00,2023-02-14 15:13:39+00:00,4.183333333,4,Seperator
5S-26,5S-2,5S,1097.659419,34.81072814,2023-02-14 11:02:39+00:00,2023-02-14 15:13:39+00:00,4.183333333,4,Seperator
4S-23,4S-2,4S,12365.05678,820.7544917,2023-02-14 03:02:35+00:00,2023-02-14 09:02:35+00:00,6,2,Seperator
5W-18,5W-1,5W,1791.393229,695.7847962,2023-02-14 03:02:35+00:00,2023-02-14 09:02:35+00:00,6,2,Wellhead
4T-12,4T-1,4T,3638.896215,248.7487558,2023-02-13 20:02:32+00:00,2023-02-14 01:02:32+00:00,5,2,Tank
4W-26,4W-2,4W,595.6610901,37.11592012,2023-02-13 20:02:32+00:00,2023-02-14 01:02:32+00:00,5,2,Wellhead
5S-14,5S-1,5S,1107.80722,31.85571186,2023-02-13 10:44:44+00:00,2023-02-13 17:55:44+00:00,7.183333333,5,Seperator
4S-22,4S-2,4S,1059.433099,35.20753702,2023-02-13 10:44:44+00:00,2023-02-13 17:55:44+00:00,7.183333333,5,Seperator
5W-26,5W-2,5W,655.5831711,30.03637776,2023-02-13 10:44:44+00:00,2023-02-13 17:55:44+00:00,7.183333333,5,Wellhead
4W-42,4W-4,4W,612.8219998,26.73743473,2023-02-13 10:44:44+00:00,2023-02-13 17:55:44+00:00,7.183333333,5,Wellhead
4W-32,4W-3,4W,2264.535825,55.49135665,2023-02-13 04:44:41+00:00,2023-02-13 07:44:41+00:00,3,2,Wellhead
5S-27,5S-2,5S,1660.87595,48.58139925,2023-02-13 04:44:41+00:00,2023-02-13 07:44:41+00:00,3,2,Seperator
4T-22,4T-2,4T,1466.446001,60.61620657,2023-02-12 21:44:38+00:00,2023-02-13 01:44:38+00:00,4,2,Tank
5W-13,5W-1,5W,1079.382957,55.94533207,2023-02-12 21:44:38+00:00,2023-02-13 01:44:38+00:00,4,2,Wellhead
5S-14,5S-1,5S,1066.529606,73.82474246,2023-02-12 08:33:34+00:00,2023-02-12 17:44:35+00:00,9.183611111,5,Seperator
4S-22,4S-2,4S,1025.123249,35.39428797,2023-02-12 08:33:34+00:00,2023-02-12 17:44:35+00:00,9.183611111,5,Seperator
5W-26,5W-2,5W,628.9501506,26.77215538,2023-02-12 08:33:34+00:00,2023-02-12 17:44:35+00:00,9.183611111,5,Wellhead
4W-42,4W-4,4W,590.1503815,26.49831274,2023-02-12 08:33:34+00:00,2023-02-12 17:44:35+00:00,9.183611111,5,Wellhead
5S-15,5S-1,5S,1000.397926,57.04503221,2023-02-12 00:22:33+00:00,2023-02-12 06:33:33+00:00,6.183333333,4,Seperator
4T-32,4T-3,4T,899.0186881,28.7993281,2023-02-12 00:22:33+00:00,2023-02-12 06:33:33+00:00,6.183333333,4,Tank
4S-32,4S-3,4S,878.1388324,34.67489185,2023-02-12 00:22:33+00:00,2023-02-12 06:33:33+00:00,6.183333333,4,Seperator
5W-22,5W-2,5W,1586.987814,53.6370129,2023-02-11 16:11:29+00:00,2023-02-11 21:22:29+00:00,5.183333333,4,Wellhead
4T-31,4T-3,4T,879.1578607,34.02261993,2023-02-11 16:11:29+00:00,2023-02-11 21:22:29+00:00,5.183333333,4,Tank
4W-14,4W-1,4W,676.8346853,27.8966549,2023-02-11 16:11:29+00:00,2023-02-11 21:22:29+00:00,5.183333333,4,Wellhead
5S-14,5S-1,5S,1079.908981,30.78996404,2023-02-11 02:00:25+00:00,2023-02-11 12:11:25+00:00,10.18333333,5,Seperator
4S-22,4S-2,4S,1032.432375,35.59342744,2023-02-11 02:00:25+00:00,2023-02-11 12:11:25+00:00,10.18333333,5,Seperator
5W-26,5W-2,5W,636.6064957,27.02396351,2023-02-11 02:00:25+00:00,2023-02-11 12:11:25+00:00,10.18333333,5,Wellhead
4W-42,4W-4,4W,596.7818271,26.71318795,2023-02-11 02:00:25+00:00,2023-02-11 12:11:25+00:00,10.18333333,5,Wellhead
4W-32,4W-3,4W,2169.573936,69.82051295,2023-02-10 22:00:23+00:00,2023-02-11 00:00:23+00:00,2,2,Wellhead
5S-27,5S-2,5S,1591.179906,49.40258787,2023-02-10 22:00:23+00:00,2023-02-11 00:00:23+00:00,2,2,Seperator
4S-32,4S-3,4S,1082.833685,37.21622292,2023-02-10 11:19:20+00:00,2023-02-10 21:00:21+00:00,9.683611111,4,Seperator
5S-15,5S-1,5S,1004.593465,45.3111629,2023-02-10 11:19:20+00:00,2023-02-10 21:00:21+00:00,9.683611111,4,Seperator
4T-32,4T-3,4T,967.4115372,31.42339323,2023-02-10 11:19:20+00:00,2023-02-10 21:00:21+00:00,9.683611111,4,Tank
5W-22,5W-2,5W,1687.819581,36.59489399,2023-02-10 01:08:18+00:00,2023-02-10 09:19:17+00:00,8.183055556,4,Wellhead
4T-31,4T-3,4T,916.48151,80.59814779,2023-02-10 01:08:18+00:00,2023-02-10 09:19:17+00:00,8.183055556,4,Tank
4W-14,4W-1,4W,722.5077149,27.65844736,2023-02-10 01:08:18+00:00,2023-02-10 09:19:17+00:00,8.183055556,4,Wellhead
4S-43,4S-4,4S,2459.710099,40.0557552,2023-02-09 18:08:16+00:00,2023-02-10 00:08:16+00:00,6,2,Seperator
5S-12,5S-1,5S,1668.765297,33.21411327,2023-02-09 18:08:16+00:00,2023-02-10 00:08:16+00:00,6,2,Seperator
5W-31,5W-3,5W,1293.900217,33.24598197,2023-02-09 09:08:14+00:00,2023-02-09 16:08:13+00:00,6.999722222,2,Wellhead
4W-12,4W-1,4W,1131.639268,32.90347872,2023-02-09 09:08:14+00:00,2023-02-09 16:08:13+00:00,6.999722222,2,Wellhead
4T-22,4T-2,4T,1524.961191,33.7828002,2023-02-09 02:08:11+00:00,2023-02-09 07:08:11+00:00,5,2,Tank
5W-13,5W-1,5W,1128.890513,35.69721457,2023-02-09 02:08:11+00:00,2023-02-09 07:08:11+00:00,5,2,Wellhead
4W-32,4W-3,4W,2223.185316,54.85541834,2023-02-08 21:08:10+00:00,2023-02-09 01:08:11+00:00,4.000277778,2,Wellhead
5S-27,5S-2,5S,1628.259102,53.27332866,2023-02-08 21:08:10+00:00,2023-02-09 01:08:11+00:00,4.000277778,2,Seperator
5W-22,5W-2,5W,1058.06732,47.52924361,2023-02-08 16:08:09+00:00,2023-02-08 19:08:10+00:00,3.000277778,2,Wellhead
4S-21,4S-2,4S,994.8263334,47.08543298,2023-02-08 16:08:09+00:00,2023-02-08 19:08:10+00:00,3.000277778,2,Seperator